field_1,lfenzid,lake_name,site,indicator,indicator_name,measurement,value,units,tli_band,nof_band,max_nof_band,national_bottom_line,max_national_bottom_line,lake_category,lake_type,lake_volume,nzsegment,lat,long,region,depth_bin,human_modified,period,n_leftcensored,n_rightcensored,dl,al,imputed_lower,imputed_upper,n_values,n_month,n_qtr,n_years,filter_ok,incl_ineq
4774,39225,Lake Haupiri,WCRC-00067,TLI4,Trophic level index 4,20th,3.37733,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,13429257,12079782,-42.56671108,171.6893659,West Coast,15-50 m,13.35943664,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,29,29,20,5,TRUE,3.37733
4775,39225,Lake Haupiri,WCRC-00067,TLI4,Trophic level index 4,25th,3.39173,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,13429257,12079782,-42.56671108,171.6893659,West Coast,15-50 m,13.35943664,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,29,29,20,5,TRUE,3.39173
4776,39225,Lake Haupiri,WCRC-00067,TLI4,Trophic level index 4,Median,3.65147,NA,Mesotrophic (average),NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,13429257,12079782,-42.56671108,171.6893659,West Coast,15-50 m,13.35943664,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,29,29,20,5,TRUE,3.65147
4777,39225,Lake Haupiri,WCRC-00067,TLI4,Trophic level index 4,75th,3.82337,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,13429257,12079782,-42.56671108,171.6893659,West Coast,15-50 m,13.35943664,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,29,29,20,5,TRUE,3.82337
4778,39225,Lake Haupiri,WCRC-00067,TLI4,Trophic level index 4,80th,3.84401,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,13429257,12079782,-42.56671108,171.6893659,West Coast,15-50 m,13.35943664,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,29,29,20,5,TRUE,3.84401
4779,39225,Lake Haupiri,WCRC-00067,TLI4,Trophic level index 4,95th,4.10189,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,13429257,12079782,-42.56671108,171.6893659,West Coast,15-50 m,13.35943664,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,29,29,20,5,TRUE,4.10189
4780,39225,Lake Haupiri,WCRC-00067,TLI4,Trophic level index 4,Annual maximum,4.187257149,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,13429257,12079782,-42.56671108,171.6893659,West Coast,15-50 m,13.35943664,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,29,29,20,5,TRUE,4.187257149
4781,39225,Lake Haupiri,WCRC-00067,TN,Total nitrogen,5th,0.2626,mg/L,NA,NA,B,NA,FALSE,Seasonally stratified and brackish,Stratified,13429257,12079782,-42.56671108,171.6893659,West Coast,15-50 m,13.35943664,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,29,29,20,5,TRUE,0.2626
4782,39225,Lake Haupiri,WCRC-00067,TN,Total nitrogen,20th,0.3241,mg/L,NA,NA,B,NA,FALSE,Seasonally stratified and brackish,Stratified,13429257,12079782,-42.56671108,171.6893659,West Coast,15-50 m,13.35943664,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,29,29,20,5,TRUE,0.3241
4783,39225,Lake Haupiri,WCRC-00067,TN,Total nitrogen,25th,0.32975,mg/L,NA,NA,B,NA,FALSE,Seasonally stratified and brackish,Stratified,13429257,12079782,-42.56671108,171.6893659,West Coast,15-50 m,13.35943664,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,29,29,20,5,TRUE,0.32975
4784,39225,Lake Haupiri,WCRC-00067,TN,Total nitrogen,Median,0.349,mg/L,NA,B,B,FALSE,FALSE,Seasonally stratified and brackish,Stratified,13429257,12079782,-42.56671108,171.6893659,West Coast,15-50 m,13.35943664,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,29,29,20,5,TRUE,0.349
4785,39225,Lake Haupiri,WCRC-00067,TN,Total nitrogen,75th,0.38175,mg/L,NA,NA,B,NA,FALSE,Seasonally stratified and brackish,Stratified,13429257,12079782,-42.56671108,171.6893659,West Coast,15-50 m,13.35943664,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,29,29,20,5,TRUE,0.38175
4786,39225,Lake Haupiri,WCRC-00067,TN,Total nitrogen,80th,0.3914,mg/L,NA,NA,B,NA,FALSE,Seasonally stratified and brackish,Stratified,13429257,12079782,-42.56671108,171.6893659,West Coast,15-50 m,13.35943664,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,29,29,20,5,TRUE,0.3914
4787,39225,Lake Haupiri,WCRC-00067,TN,Total nitrogen,95th,0.4362,mg/L,NA,NA,B,NA,FALSE,Seasonally stratified and brackish,Stratified,13429257,12079782,-42.56671108,171.6893659,West Coast,15-50 m,13.35943664,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,29,29,20,5,TRUE,0.4362
4788,39225,Lake Haupiri,WCRC-00067,TN,Total nitrogen,Annual maximum,0.44,mg/L,NA,NA,B,NA,FALSE,Seasonally stratified and brackish,Stratified,13429257,12079782,-42.56671108,171.6893659,West Coast,15-50 m,13.35943664,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,29,29,20,5,TRUE,0.44
4789,39225,Lake Haupiri,WCRC-00067,TP,Total phosphorus,5th,0.01095,mg/L,NA,NA,B,NA,FALSE,Seasonally stratified and brackish,Stratified,13429257,12079782,-42.56671108,171.6893659,West Coast,15-50 m,13.35943664,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,29,29,20,5,TRUE,0.01095
4790,39225,Lake Haupiri,WCRC-00067,TP,Total phosphorus,20th,0.012,mg/L,NA,NA,B,NA,FALSE,Seasonally stratified and brackish,Stratified,13429257,12079782,-42.56671108,171.6893659,West Coast,15-50 m,13.35943664,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,29,29,20,5,TRUE,0.012
4791,39225,Lake Haupiri,WCRC-00067,TP,Total phosphorus,25th,0.01275,mg/L,NA,NA,B,NA,FALSE,Seasonally stratified and brackish,Stratified,13429257,12079782,-42.56671108,171.6893659,West Coast,15-50 m,13.35943664,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,29,29,20,5,TRUE,0.01275
4792,39225,Lake Haupiri,WCRC-00067,TP,Total phosphorus,Median,0.014,mg/L,NA,B,B,FALSE,FALSE,Seasonally stratified and brackish,Stratified,13429257,12079782,-42.56671108,171.6893659,West Coast,15-50 m,13.35943664,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,29,29,20,5,TRUE,0.014
4793,39225,Lake Haupiri,WCRC-00067,TP,Total phosphorus,75th,0.016,mg/L,NA,NA,B,NA,FALSE,Seasonally stratified and brackish,Stratified,13429257,12079782,-42.56671108,171.6893659,West Coast,15-50 m,13.35943664,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,29,29,20,5,TRUE,0.016
4794,39225,Lake Haupiri,WCRC-00067,TP,Total phosphorus,80th,0.016,mg/L,NA,NA,B,NA,FALSE,Seasonally stratified and brackish,Stratified,13429257,12079782,-42.56671108,171.6893659,West Coast,15-50 m,13.35943664,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,29,29,20,5,TRUE,0.016
4795,39225,Lake Haupiri,WCRC-00067,TP,Total phosphorus,95th,0.01815,mg/L,NA,NA,B,NA,FALSE,Seasonally stratified and brackish,Stratified,13429257,12079782,-42.56671108,171.6893659,West Coast,15-50 m,13.35943664,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,29,29,20,5,TRUE,0.01815
4796,39225,Lake Haupiri,WCRC-00067,TP,Total phosphorus,Annual maximum,0.021,mg/L,NA,NA,B,NA,FALSE,Seasonally stratified and brackish,Stratified,13429257,12079782,-42.56671108,171.6893659,West Coast,15-50 m,13.35943664,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,29,29,20,5,TRUE,0.021
4797,39356,Lake Taylor,ECAN-00327,CHLA,Chlorophyll-a,5th,0.475,mg/m3,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,27919894,13089067,-42.76963896,172.237487,Canterbury,15-50 m,14.42372845,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,25,14,5,FALSE,0.475
4798,39356,Lake Taylor,ECAN-00327,CHLA,Chlorophyll-a,20th,1.05,mg/m3,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,27919894,13089067,-42.76963896,172.237487,Canterbury,15-50 m,14.42372845,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,25,14,5,FALSE,1.05
4799,39356,Lake Taylor,ECAN-00327,CHLA,Chlorophyll-a,25th,1.1,mg/m3,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,27919894,13089067,-42.76963896,172.237487,Canterbury,15-50 m,14.42372845,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,25,14,5,FALSE,1.1
4800,39356,Lake Taylor,ECAN-00327,CHLA,Chlorophyll-a,Median,1.4,mg/m3,NA,A,A,FALSE,FALSE,Seasonally stratified and brackish,Stratified,27919894,13089067,-42.76963896,172.237487,Canterbury,15-50 m,14.42372845,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,25,14,5,FALSE,1.4
4801,39356,Lake Taylor,ECAN-00327,CHLA,Chlorophyll-a,75th,2.925,mg/m3,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,27919894,13089067,-42.76963896,172.237487,Canterbury,15-50 m,14.42372845,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,25,14,5,FALSE,2.925
4802,39356,Lake Taylor,ECAN-00327,CHLA,Chlorophyll-a,80th,3.4,mg/m3,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,27919894,13089067,-42.76963896,172.237487,Canterbury,15-50 m,14.42372845,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,25,14,5,FALSE,3.4
4803,39356,Lake Taylor,ECAN-00327,CHLA,Chlorophyll-a,95th,6.575,mg/m3,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,27919894,13089067,-42.76963896,172.237487,Canterbury,15-50 m,14.42372845,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,25,14,5,FALSE,6.575
4804,39356,Lake Taylor,ECAN-00327,CHLA,Chlorophyll-a,Annual maximum,7.4,mg/m3,NA,A,A,FALSE,FALSE,Seasonally stratified and brackish,Stratified,27919894,13089067,-42.76963896,172.237487,Canterbury,15-50 m,14.42372845,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,25,14,5,FALSE,7.4
4805,39356,Lake Taylor,ECAN-00327,TLI3,Trophic level index 3,5th,2.03551,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,27919894,13089067,-42.76963896,172.237487,Canterbury,15-50 m,14.42372845,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,24,24,14,5,FALSE,2.03551
4806,39356,Lake Taylor,ECAN-00327,TLI3,Trophic level index 3,20th,2.23513,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,27919894,13089067,-42.76963896,172.237487,Canterbury,15-50 m,14.42372845,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,24,24,14,5,FALSE,2.23513
4807,39356,Lake Taylor,ECAN-00327,TLI3,Trophic level index 3,25th,2.29457,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,27919894,13089067,-42.76963896,172.237487,Canterbury,15-50 m,14.42372845,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,24,24,14,5,FALSE,2.29457
4808,39356,Lake Taylor,ECAN-00327,TLI3,Trophic level index 3,Median,2.42747,NA,Oligotrophic (good),NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,27919894,13089067,-42.76963896,172.237487,Canterbury,15-50 m,14.42372845,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,24,24,14,5,FALSE,2.42747
4809,39356,Lake Taylor,ECAN-00327,TLI3,Trophic level index 3,75th,2.83379,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,27919894,13089067,-42.76963896,172.237487,Canterbury,15-50 m,14.42372845,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,24,24,14,5,FALSE,2.83379
4810,39356,Lake Taylor,ECAN-00327,TLI3,Trophic level index 3,80th,2.94369,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,27919894,13089067,-42.76963896,172.237487,Canterbury,15-50 m,14.42372845,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,24,24,14,5,FALSE,2.94369
4811,39356,Lake Taylor,ECAN-00327,TLI3,Trophic level index 3,95th,3.28276,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,27919894,13089067,-42.76963896,172.237487,Canterbury,15-50 m,14.42372845,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,24,24,14,5,FALSE,3.28276
4812,39356,Lake Taylor,ECAN-00327,TLI3,Trophic level index 3,Annual maximum,3.426471903,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,27919894,13089067,-42.76963896,172.237487,Canterbury,15-50 m,14.42372845,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,24,24,14,5,FALSE,3.426471903
4813,39356,Lake Taylor,ECAN-00327,TN,Total nitrogen,5th,0.0817,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,27919894,13089067,-42.76963896,172.237487,Canterbury,15-50 m,14.42372845,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,24,24,14,5,FALSE,0.0817
4814,39356,Lake Taylor,ECAN-00327,TN,Total nitrogen,20th,0.0892,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,27919894,13089067,-42.76963896,172.237487,Canterbury,15-50 m,14.42372845,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,24,24,14,5,FALSE,0.0892
4815,39356,Lake Taylor,ECAN-00327,TN,Total nitrogen,25th,0.092,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,27919894,13089067,-42.76963896,172.237487,Canterbury,15-50 m,14.42372845,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,24,24,14,5,FALSE,0.092
4816,39356,Lake Taylor,ECAN-00327,TN,Total nitrogen,Median,0.1,mg/L,NA,A,A,FALSE,FALSE,Seasonally stratified and brackish,Stratified,27919894,13089067,-42.76963896,172.237487,Canterbury,15-50 m,14.42372845,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,24,24,14,5,FALSE,0.1
4817,39356,Lake Taylor,ECAN-00327,TN,Total nitrogen,75th,0.1105,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,27919894,13089067,-42.76963896,172.237487,Canterbury,15-50 m,14.42372845,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,24,24,14,5,FALSE,0.1105
4818,39356,Lake Taylor,ECAN-00327,TN,Total nitrogen,80th,0.1127,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,27919894,13089067,-42.76963896,172.237487,Canterbury,15-50 m,14.42372845,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,24,24,14,5,FALSE,0.1127
4819,39356,Lake Taylor,ECAN-00327,TN,Total nitrogen,95th,0.1271,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,27919894,13089067,-42.76963896,172.237487,Canterbury,15-50 m,14.42372845,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,24,24,14,5,FALSE,0.1271
4820,39356,Lake Taylor,ECAN-00327,TN,Total nitrogen,Annual maximum,0.132,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,27919894,13089067,-42.76963896,172.237487,Canterbury,15-50 m,14.42372845,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,24,24,14,5,FALSE,0.132
4821,39356,Lake Taylor,ECAN-00327,TP,Total phosphorus,5th,0.004,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,27919894,13089067,-42.76963896,172.237487,Canterbury,15-50 m,14.42372845,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,24,24,14,5,FALSE,0.004
4822,39356,Lake Taylor,ECAN-00327,TP,Total phosphorus,20th,0.004,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,27919894,13089067,-42.76963896,172.237487,Canterbury,15-50 m,14.42372845,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,24,24,14,5,FALSE,0.004
4823,39356,Lake Taylor,ECAN-00327,TP,Total phosphorus,25th,0.0045,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,27919894,13089067,-42.76963896,172.237487,Canterbury,15-50 m,14.42372845,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,24,24,14,5,FALSE,0.0045
4824,39356,Lake Taylor,ECAN-00327,TP,Total phosphorus,Median,0.005,mg/L,NA,A,A,FALSE,FALSE,Seasonally stratified and brackish,Stratified,27919894,13089067,-42.76963896,172.237487,Canterbury,15-50 m,14.42372845,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,24,24,14,5,FALSE,0.005
4825,39356,Lake Taylor,ECAN-00327,TP,Total phosphorus,75th,0.008,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,27919894,13089067,-42.76963896,172.237487,Canterbury,15-50 m,14.42372845,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,24,24,14,5,FALSE,0.008
4826,39356,Lake Taylor,ECAN-00327,TP,Total phosphorus,80th,0.008,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,27919894,13089067,-42.76963896,172.237487,Canterbury,15-50 m,14.42372845,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,24,24,14,5,FALSE,0.008
4827,39356,Lake Taylor,ECAN-00327,TP,Total phosphorus,95th,0.0113,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,27919894,13089067,-42.76963896,172.237487,Canterbury,15-50 m,14.42372845,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,24,24,14,5,FALSE,0.0113
4828,39356,Lake Taylor,ECAN-00327,TP,Total phosphorus,Annual maximum,0.012,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,27919894,13089067,-42.76963896,172.237487,Canterbury,15-50 m,14.42372845,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,24,24,14,5,FALSE,0.012
4829,39357,Lake Sheppard,ECAN-00364,CHLA,Chlorophyll-a,5th,1.3,mg/m3,NA,NA,B,NA,FALSE,Polymictic,Polymictic,8935281,13088552,-42.76132306,172.2519125,Canterbury,15-50 m,23.73972309,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,9,9,4,2,FALSE,1.3
4830,39357,Lake Sheppard,ECAN-00364,CHLA,Chlorophyll-a,20th,2.28,mg/m3,NA,NA,B,NA,FALSE,Polymictic,Polymictic,8935281,13088552,-42.76132306,172.2519125,Canterbury,15-50 m,23.73972309,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,9,9,4,2,FALSE,2.28
4831,39357,Lake Sheppard,ECAN-00364,CHLA,Chlorophyll-a,25th,2.55,mg/m3,NA,NA,B,NA,FALSE,Polymictic,Polymictic,8935281,13088552,-42.76132306,172.2519125,Canterbury,15-50 m,23.73972309,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,9,9,4,2,FALSE,2.55
4832,39357,Lake Sheppard,ECAN-00364,CHLA,Chlorophyll-a,Median,3.9,mg/m3,NA,B,B,FALSE,FALSE,Polymictic,Polymictic,8935281,13088552,-42.76132306,172.2519125,Canterbury,15-50 m,23.73972309,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,9,9,4,2,FALSE,3.9
4835,39357,Lake Sheppard,ECAN-00364,CHLA,Chlorophyll-a,95th,8,mg/m3,NA,NA,B,NA,FALSE,Polymictic,Polymictic,8935281,13088552,-42.76132306,172.2519125,Canterbury,15-50 m,23.73972309,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,9,9,4,2,FALSE,8
